Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zirk', 'Arun', 'AnZirk252', 'Zirk.Arun@calpoly.com', 'Zirk90', 148, 46, 149)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Lil', 'Zack', 'LlZack231', 'Lil.Zack@sprynet.com', 'Lil266', 224, 155, 35)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ron', 'Joe', 'JeRon130', 'Ron.Joe@calpoly.com', 'Ron86', 276, 245, 238)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brett', 'Stone', 'BtStone84', 'Brett.Stone@bing.com', 'Brett260', 124, 110, 96)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arf', 'Reece', 'ReArf135', 'Arf.Reece@yahoo.com', 'Arf188', 269, 120, 99)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Anna', 'Ron', 'RnAnna170', 'Anna.Ron@gmail.com', 'Anna20', 232, 262, 161)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jon', 'Rene', 'JnRene26', 'Jon.Rene@icloud.com', 'Jon168', 267, 73, 96)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ronny', 'Jess', 'RyJess73', 'Ronny.Jess@icloud.com', 'Ronny17', 88, 125, 110)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Markson', 'Guppy', 'GyMarkson30', 'Markson.Guppy@yahoo.com', 'Markson33', 155, 152, 31)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Juan', 'Jose', 'JnJose162', 'Juan.Jose@aol.com', 'Juan101', 79, 33, 104)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Frank', 'Johnson', 'FkJohnson98', 'Frank.Johnson@zoho.com', 'Frank266', 196, 96, 15)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zob', 'Hoss', 'ZbHoss34', 'Zob.Hoss@calpoly.com', 'Zob282', 288, 223, 235)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Sam', 'Marry', 'SmMarry22', 'Sam.Marry@zoho.com', 'Sam143', 95, 218, 21)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Sarah', 'Neima', 'ShNeima48', 'Sarah.Neima@zoho.com', 'Sarah199', 271, 75, 247)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Luber', 'Yuppy', 'LrYuppy60', 'Luber.Yuppy@outlook.com', 'Luber289', 249, 12, 66)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Andy', 'Sarah', 'ShAndy200', 'Andy.Sarah@calpoly.com', 'Andy166', 149, 106, 276)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jess', 'Albertson', 'AnJess90', 'Jess.Albertson@aol.com', 'Jess170', 266, 10, 124)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Goergeson', 'Juan', 'GnJuan101', 'Goergeson.Juan@gmail.com', 'Goergeson193', 159, 52, 99)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Yas', 'George', 'GeYas25', 'Yas.George@yahoo.com', 'Yas23', 4, 41, 51)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zog', 'Franky', 'ZgFranky193', 'Zog.Franky@bing.com', 'Zog175', 164, 51, 83)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Frank', 'Anna', 'FkAnna270', 'Frank.Anna@aol.com', 'Frank208', 37, 146, 4)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bart', 'Arpon', 'BtArpon154', 'Bart.Arpon@yahoo.com', 'Bart38', 85, 31, 175)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Natalie', 'Jay', 'NeJay259', 'Natalie.Jay@outlook.com', 'Natalie15', 226, 17, 210)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Schmit', 'Jessica', 'JaSchmit164', 'Schmit.Jessica@outlook.com', 'Schmit197', 246, 139, 29)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'McDonald', 'Adam', 'AmMcDonald205', 'McDonald.Adam@inbox.com', 'McDonald28', 273, 94, 197)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Samuel', 'Neima', 'NaSamuel95', 'Samuel.Neima@inbox.com', 'Samuel102', 191, 185, 289)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Goergeson', 'Arun', 'GnArun116', 'Goergeson.Arun@icloud.com', 'Goergeson298', 268, 19, 199)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ryan', 'Ronnie', 'ReRyan96', 'Ryan.Ronnie@zoho.com', 'Ryan137', 36, 283, 211)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arf', 'Anna', 'AfAnna172', 'Arf.Anna@gmail.com', 'Arf171', 60, 298, 155)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Markson', 'Marria', 'MaMarkson93', 'Markson.Marria@zoho.com', 'Markson297', 252, 289, 181)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Gym', 'Markson', 'GmMarkson150', 'Gym.Markson@zoho.com', 'Gym168', 39, 50, 248)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Schmit', 'Ryan', 'StRyan127', 'Schmit.Ryan@inbox.com', 'Schmit206', 45, 277, 149)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Mark', 'Ann', 'MkAnn127', 'Mark.Ann@aol.com', 'Mark16', 125, 33, 220)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Luber', 'Jay', 'LrJay32', 'Luber.Jay@outlook.com', 'Luber284', 59, 296, 141)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Guppy', 'Ahn', 'AnGuppy114', 'Guppy.Ahn@inbox.com', 'Guppy173', 284, 213, 12)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brian', 'Adam', 'BnAdam131', 'Brian.Adam@inbox.com', 'Brian36', 110, 180, 237)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sara', 'Frankson', 'FnSara53', 'Sara.Frankson@bing.com', 'Sara168', 262, 202, 194)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Sarah', 'Frank', 'FkSarah35', 'Sarah.Frank@calpoly.com', 'Sarah192', 257, 225, 261)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Sara', 'Guppy', 'SaGuppy109', 'Sara.Guppy@yahoo.com', 'Sara179', 209, 119, 160)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Andy', 'Zob', 'ZbAndy22', 'Andy.Zob@bing.com', 'Andy155', 136, 157, 44)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Rachel', 'McDonald', 'MdRachel214', 'Rachel.McDonald@yahoo.com', 'Rachel296', 145, 145, 270)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sam', 'Buddy', 'BySam285', 'Sam.Buddy@icloud.com', 'Sam151', 104, 152, 140)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Goergeson', 'Goergeson', 'GnGoergeson295', 'Goergeson.Goergeson@calpoly.com', 'Goergeson181', 90, 227, 167)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ronny', 'Lil', 'LlRonny82', 'Ronny.Lil@bing.com', 'Ronny75', 293, 95, 297)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arf', 'Debra', 'DaArf292', 'Arf.Debra@gmail.com', 'Arf186', 33, 100, 280)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'John', 'Gym', 'JnGym83', 'John.Gym@inbox.com', 'John99', 264, 178, 157)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Boof', 'George', 'GeBoof261', 'Boof.George@inbox.com', 'Boof261', 122, 75, 198)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Gym', 'Andy', 'AyGym219', 'Gym.Andy@yahoo.com', 'Gym36', 122, 177, 211)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zig', 'Tay', 'ZgTay135', 'Zig.Tay@inbox.com', 'Zig106', 189, 282, 89)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bud', 'Zob', 'BdZob282', 'Bud.Zob@calpoly.com', 'Bud202', 146, 161, 45)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jessica', 'Arf', 'JaArf155', 'Jessica.Arf@gmail.com', 'Jessica201', 36, 24, 80)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Sam', 'George', 'SmGeorge283', 'Sam.George@gmail.com', 'Sam259', 56, 135, 111)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Frank', 'Martin', 'FkMartin253', 'Frank.Martin@outlook.com', 'Frank117', 73, 89, 151)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Lil', 'Arf', 'AfLil265', 'Lil.Arf@aol.com', 'Lil171', 113, 0, 196)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Andy', 'Marry', 'AyMarry188', 'Andy.Marry@bing.com', 'Andy278', 3, 200, 3)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Natalie', 'Tom', 'NeTom75', 'Natalie.Tom@bing.com', 'Natalie206', 3, 155, 230)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Juan', 'Ann', 'JnAnn32', 'Juan.Ann@calpoly.com', 'Juan87', 30, 53, 162)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Natalie', 'Franky', 'NeFranky279', 'Natalie.Franky@aol.com', 'Natalie229', 46, 278, 269)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jon', 'Gym', 'GmJon29', 'Jon.Gym@icloud.com', 'Jon300', 17, 134, 254)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Toshi', 'Neima', 'TiNeima1', 'Toshi.Neima@outlook.com', 'Toshi144', 133, 202, 49)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Joe', 'Zirk', 'JeZirk275', 'Joe.Zirk@inbox.com', 'Joe35', 191, 260, 52)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Dirk', 'Jon', 'DkJon132', 'Dirk.Jon@bing.com', 'Dirk294', 123, 5, 246)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Mark', 'Jose', 'JeMark210', 'Mark.Jose@gmail.com', 'Mark188', 18, 280, 299)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Brian', 'Rachel', 'RlBrian24', 'Brian.Rachel@zoho.com', 'Brian192', 205, 75, 90)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Stone', 'Zog', 'SeZog147', 'Stone.Zog@aol.com', 'Stone182', 198, 233, 41)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Yas', 'Ronny', 'YsRonny225', 'Yas.Ronny@calpoly.com', 'Yas123', 45, 299, 121)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Anna', 'Boof', 'BfAnna5', 'Anna.Boof@icloud.com', 'Anna267', 97, 100, 61)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Yas', 'Jon', 'JnYas169', 'Yas.Jon@yahoo.com', 'Yas168', 251, 256, 101)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Franky', 'Sammy', 'SyFranky218', 'Franky.Sammy@yahoo.com', 'Franky104', 226, 6, 193)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ron', 'George', 'RnGeorge238', 'Ron.George@calpoly.com', 'Ron175', 57, 22, 210)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronald', 'Bob', 'BbRonald29', 'Ronald.Bob@bing.com', 'Ronald84', 53, 58, 196)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Wyne', 'Zob', 'ZbWyne273', 'Wyne.Zob@sprynet.com', 'Wyne270', 187, 53, 48)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Schmit', 'Andrew', 'StAndrew298', 'Schmit.Andrew@sprynet.com', 'Schmit7', 38, 84, 88)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Adam', 'Wendle', 'AmWendle160', 'Adam.Wendle@zoho.com', 'Adam254', 88, 117, 300)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bud', 'Bud', 'BdBud116', 'Bud.Bud@outlook.com', 'Bud207', 278, 217, 91)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Yas', 'McDonald', 'YsMcDonald142', 'Yas.McDonald@sprynet.com', 'Yas200', 69, 115, 44)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Dirk', 'Samuel', 'SlDirk124', 'Dirk.Samuel@calpoly.com', 'Dirk17', 52, 24, 193)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arpon', 'Andy', 'AnAndy47', 'Arpon.Andy@aol.com', 'Arpon3', 156, 271, 154)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Bud', 'Rene', 'BdRene114', 'Bud.Rene@sprynet.com', 'Bud214', 83, 273, 2)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Wyne', 'Andrew', 'WeAndrew0', 'Wyne.Andrew@zoho.com', 'Wyne116', 267, 69, 78)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zag', 'Boof', 'ZgBoof248', 'Zag.Boof@calpoly.com', 'Zag218', 65, 67, 294)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ann', 'Ryan', 'AnRyan277', 'Ann.Ryan@inbox.com', 'Ann50', 162, 195, 170)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zag', 'Adam', 'AmZag226', 'Zag.Adam@sprynet.com', 'Zag190', 63, 3, 145)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Dirk', 'Brett', 'DkBrett229', 'Dirk.Brett@gmail.com', 'Dirk290', 282, 291, 96)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronnie', 'Sam', 'ReSam230', 'Ronnie.Sam@yahoo.com', 'Ronnie164', 277, 187, 286)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zag', 'Brett', 'ZgBrett45', 'Zag.Brett@yahoo.com', 'Zag194', 146, 84, 0)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Goergeson', 'Anna', 'AaGoergeson25', 'Goergeson.Anna@outlook.com', 'Goergeson138', 267, 250, 196)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Luber', 'McDonald', 'LrMcDonald14', 'Luber.McDonald@calpoly.com', 'Luber53', 247, 88, 14)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Andrew', 'Ronnie', 'ReAndrew136', 'Andrew.Ronnie@yahoo.com', 'Andrew61', 180, 116, 217)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arun', 'Tom', 'AnTom168', 'Arun.Tom@aol.com', 'Arun42', 249, 76, 134)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Mark', 'Schmit', 'MkSchmit240', 'Mark.Schmit@gmail.com', 'Mark73', 173, 23, 9)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'John', 'Rachel', 'RlJohn296', 'John.Rachel@inbox.com', 'John26', 298, 27, 263)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zirk', 'Rene', 'ReZirk89', 'Zirk.Rene@gmail.com', 'Zirk49', 92, 133, 106)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ahn', 'Jay', 'AnJay267', 'Ahn.Jay@icloud.com', 'Ahn287', 254, 212, 140)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jon', 'George', 'GeJon57', 'Jon.George@yahoo.com', 'Jon182', 252, 50, 43)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Joe', 'Jesus', 'JsJoe177', 'Joe.Jesus@bing.com', 'Joe235', 230, 47, 1)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Mark', 'Zig', 'MkZig36', 'Mark.Zig@zoho.com', 'Mark118', 29, 147, 191)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Hoss', 'Joe', 'JeHoss135', 'Hoss.Joe@yahoo.com', 'Hoss223', 38, 33, 294)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brett', 'Goergeson', 'GnBrett289', 'Brett.Goergeson@icloud.com', 'Brett14', 258, 236, 273)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Schmit', 'Buddy', 'StBuddy142', 'Schmit.Buddy@bing.com', 'Schmit135', 19, 0, 99)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brian', 'Zob', 'BnZob221', 'Brian.Zob@yahoo.com', 'Brian96', 61, 111, 28)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Neima', 'Dirk', 'NaDirk233', 'Neima.Dirk@inbox.com', 'Neima123', 263, 238, 10)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'George', 'Natalie', 'GeNatalie79', 'George.Natalie@yahoo.com', 'George92', 5, 119, 37)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bob', 'Frankson', 'BbFrankson283', 'Bob.Frankson@inbox.com', 'Bob74', 120, 49, 57)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'George', 'Andy', 'AyGeorge211', 'George.Andy@zoho.com', 'George199', 166, 224, 7)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Yuppy', 'Arf', 'AfYuppy15', 'Yuppy.Arf@icloud.com', 'Yuppy217', 145, 232, 229)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Bob', 'Arun', 'AnBob42', 'Bob.Arun@calpoly.com', 'Bob278', 158, 167, 273)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jay', 'Bud', 'JyBud242', 'Jay.Bud@bing.com', 'Jay177', 78, 268, 88)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Lil', 'Brian', 'LlBrian20', 'Lil.Brian@outlook.com', 'Lil90', 278, 164, 247)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jesus', 'Bob', 'BbJesus115', 'Jesus.Bob@outlook.com', 'Jesus57', 261, 160, 293)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Lil', 'Wendle', 'LlWendle43', 'Lil.Wendle@sprynet.com', 'Lil72', 165, 127, 47)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jesus', 'Toshi', 'JsToshi158', 'Jesus.Toshi@inbox.com', 'Jesus241', 283, 235, 205)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Andy', 'Rachel', 'AyRachel184', 'Andy.Rachel@calpoly.com', 'Andy282', 109, 182, 156)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jess', 'Stone', 'JsStone193', 'Jess.Stone@aol.com', 'Jess44', 189, 240, 275)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Markson', 'Bar', 'MnBar31', 'Markson.Bar@inbox.com', 'Markson184', 261, 16, 88)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Natalie', 'Zob', 'ZbNatalie119', 'Natalie.Zob@gmail.com', 'Natalie118', 173, 141, 81)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Hoss', 'Zig', 'HsZig44', 'Hoss.Zig@zoho.com', 'Hoss92', 195, 131, 210)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Luber', 'McDonald', 'MdLuber287', 'Luber.McDonald@yahoo.com', 'Luber275', 296, 290, 70)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Adam', 'Ronny', 'RyAdam296', 'Adam.Ronny@calpoly.com', 'Adam72', 207, 35, 244)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Tom', 'Joe', 'TmJoe15', 'Tom.Joe@zoho.com', 'Tom149', 33, 273, 61)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sam', 'Zack', 'SmZack78', 'Sam.Zack@bing.com', 'Sam54', 128, 283, 56)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arun', 'Gym', 'AnGym123', 'Arun.Gym@yahoo.com', 'Arun90', 255, 123, 66)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jess', 'Ryan', 'RnJess142', 'Jess.Ryan@inbox.com', 'Jess117', 150, 226, 164)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brett', 'Bob', 'BbBrett40', 'Brett.Bob@zoho.com', 'Brett188', 76, 190, 141)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Frank', 'Ahn', 'FkAhn103', 'Frank.Ahn@calpoly.com', 'Frank263', 219, 271, 31)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arpon', 'Frank', 'AnFrank229', 'Arpon.Frank@yahoo.com', 'Arpon191', 292, 39, 104)
